Loading core dump: C:\WAVEE\WaveeMusic\.tmp-dumps\ui-20260517-212245.dmp ...
Statistics:
          MT   Count TotalSize Class Name
7ffc4dde4730       1        64 System.Action<System.Text.Json.Utf8JsonWriter, Wavee.Core.Http.Pathfinder.EntityCommentsData>
7ffc4dde5410       1        64 System.Func<System.Object, System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.EntityCommentPage>>
7ffc4dde5500       1        64 System.Action<System.Object, System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.EntityCommentPage>>
7ffc4dde5c70       1        64 System.Func<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.EntityCommentPage>>
7ffc4dde5d50       1        64 System.Action<System.Text.Json.Utf8JsonWriter, System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.EntityCommentPage>>
7ffc4dde6ac0       1        64 System.Func<System.Object[], Wavee.Core.Http.Pathfinder.EntityCommentPage>
7ffc4dde6bb0       1        64 System.Action<System.Text.Json.Utf8JsonWriter, Wavee.Core.Http.Pathfinder.EntityCommentPage>
7ffc4dde7a60       1        64 System.Func<System.Object, System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.EntityCommentItem>>
7ffc4dde7b50       1        64 System.Action<System.Object, System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.EntityCommentItem>>
7ffc4dde8438       1        64 System.Func<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.EntityCommentItem>>
7ffc4dde8518       1        64 System.Action<System.Text.Json.Utf8JsonWriter, System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.EntityCommentItem>>
7ffc4dde9288       1        64 System.Func<System.Object[], Wavee.Core.Http.Pathfinder.EntityCommentItem>
7ffc4dde9378       1        64 System.Action<System.Text.Json.Utf8JsonWriter, Wavee.Core.Http.Pathfinder.EntityCommentItem>
7ffc4ddea5e8       1        64 System.Func<System.Object, Wavee.Core.Http.Pathfinder.EntityCommentAuthorWrapper>
7ffc4ddea6d8       1        64 System.Action<System.Object, Wavee.Core.Http.Pathfinder.EntityCommentAuthorWrapper>
7ffc4ddea850       1        64 System.Func<System.Object, Wavee.Core.Http.Pathfinder.EntityCommentDate>
7ffc4ddea940       1        64 System.Action<System.Object, Wavee.Core.Http.Pathfinder.EntityCommentDate>
7ffc4ddeaab8       1        64 System.Func<System.Object, Wavee.Core.Http.Pathfinder.EntityCommentReactionsMetadata>
7ffc4ddeaba8       1        64 System.Action<System.Object, Wavee.Core.Http.Pathfinder.EntityCommentReactionsMetadata>
7ffc4ddead20       1        64 System.Func<System.Object, System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.EntityCommentAuthorWrapper>>
7ffc4ddeae10       1        64 System.Action<System.Object, System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.EntityCommentAuthorWrapper>>
7ffc4ddec528       1        64 System.Func<System.Object[], Wavee.Core.Http.Pathfinder.EntityCommentAuthorWrapper>
7ffc4ddec618       1        64 System.Action<System.Text.Json.Utf8JsonWriter, Wavee.Core.Http.Pathfinder.EntityCommentAuthorWrapper>
7ffc4dded2f8       1        64 System.Func<System.Object, Wavee.Core.Http.Pathfinder.EntityCommentAuthor>
7ffc4dded3e8       1        64 System.Action<System.Object, Wavee.Core.Http.Pathfinder.EntityCommentAuthor>
7ffc4ddedc48       1        64 System.Func<System.Object[], Wavee.Core.Http.Pathfinder.EntityCommentAuthor>
7ffc4ddedd38       1        64 System.Action<System.Text.Json.Utf8JsonWriter, Wavee.Core.Http.Pathfinder.EntityCommentAuthor>
7ffc4ddeea18       1        64 System.Func<System.Object, Wavee.Core.Http.Pathfinder.EntityCommentAvatar>
7ffc4ddeeb08       1        64 System.Action<System.Object, Wavee.Core.Http.Pathfinder.EntityCommentAvatar>
7ffc4ddef3c8       1        64 System.Func<System.Object[], Wavee.Core.Http.Pathfinder.EntityCommentAvatar>
7ffc4ddef4b8       1        64 System.Action<System.Text.Json.Utf8JsonWriter, Wavee.Core.Http.Pathfinder.EntityCommentAvatar>
7ffc4de00750       1        64 System.Func<System.Object[], Wavee.Core.Http.Pathfinder.EntityCommentDate>
7ffc4de00840       1        64 System.Action<System.Text.Json.Utf8JsonWriter, Wavee.Core.Http.Pathfinder.EntityCommentDate>
7ffc4de016f8       1        64 System.Func<System.Object[], Wavee.Core.Http.Pathfinder.EntityCommentReactionsMetadata>
7ffc4de017e8       1        64 System.Action<System.Text.Json.Utf8JsonWriter, Wavee.Core.Http.Pathfinder.EntityCommentReactionsMetadata>
7ffc48c6a130       1        64 System.Func<Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceIdentifier, System.Object>
7ffc48c6dfa8       1        64 System.Comparison<System.Reflection.ConstructorInfo>
7ffc48c93968       1        64 System.Comparison<System.Collections.Generic.KeyValuePair<System.Int32, Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceCallSite>>
7ffc48c9d0e0       1        64 System.Func<System.Threading.CancellationTokenSource>
7ffc48ca4928       1        64 System.Func<System.String, Microsoft.Extensions.Options.IOptionsFactory<Microsoft.Extensions.Logging.LoggerFilterOptions>, Microsoft.Extensions.Logging.LoggerFilterOptions>
7ffc48ca6720       1        64 System.Func<System.String, System.ValueTuple<System.Func<System.String, Microsoft.Extensions.Options.IOptionsFactory<Microsoft.Extensions.Logging.LoggerFilterOptions>, Microsoft.Extensions.Logging.LoggerFilterOptions>, Microsoft.Extensions.Options.IOptionsFactory<Microsoft.Extensions.Logging.LoggerFilterOptions>>, System.Lazy<Microsoft.Extensions.Logging.LoggerFilterOptions>>
7ffc48ca9b30       1        64 System.Func<System.String, System.String, Microsoft.Extensions.Logging.LogLevel, System.Boolean>
7ffc48cceaf0       1        64 System.Func<Wavee.UI.WinUI.Views.ShellPage>
7ffc48ccece8       1        64 System.Func<Wavee.UI.WinUI.Views.HomePage>
7ffc48ccee50       1        64 System.Func<Wavee.UI.WinUI.Views.StartPage>
7ffc48ccefb8       1        64 System.Func<Wavee.UI.WinUI.Views.LibraryPage>
7ffc48ccf120       1        64 System.Func<Wavee.UI.WinUI.Views.SearchPage>
7ffc48ccf288       1        64 System.Func<Wavee.UI.WinUI.Views.BrowsePage>
7ffc48ccf3f0       1        64 System.Func<Wavee.UI.WinUI.Views.AlbumPage>
7ffc48ccf558       1        64 System.Func<Wavee.UI.WinUI.Views.PlaylistPage>
7ffc48ccf6c0       1        64 System.Func<Wavee.UI.WinUI.Views.ArtistPage>
7ffc48ccf828       1        64 System.Func<Wavee.UI.WinUI.Views.ArtistDiscographyPage>
7ffc48ccf990       1        64 System.Func<Wavee.UI.WinUI.Views.ShowPage>
7ffc48ccfaf8       1        64 System.Func<Wavee.UI.WinUI.Views.EpisodePage>
7ffc48ccfc60       1        64 System.Func<Wavee.UI.WinUI.Views.ConcertPage>
7ffc48ccfdc8       1        64 System.Func<Wavee.UI.WinUI.Views.ProfilePage>
7ffc48ccff30       1        64 System.Func<Wavee.UI.WinUI.Views.PodcastBrowsePage>
7ffc48cd00b0       1        64 System.Func<Wavee.UI.WinUI.Views.CreatePlaylistPage>
7ffc48cd0218       1        64 System.Func<Wavee.UI.WinUI.Views.VideoPlayerPage>
7ffc48cd0380       1        64 System.Func<Wavee.UI.WinUI.Views.SettingsPage>
7ffc48cd04e8       1        64 System.Func<Wavee.UI.WinUI.Views.DebugPage>
7ffc48cd0650       1        64 System.Func<Wavee.UI.WinUI.Views.FeedbackPage>
7ffc48cd07b8       1        64 System.Func<Wavee.UI.WinUI.Views.LocalLibraryPage>
7ffc48cd0920       1        64 System.Func<Wavee.UI.WinUI.Views.Local.LocalLikedSongsPage>
7ffc48cd0a88       1        64 System.Func<Wavee.UI.WinUI.Views.Local.LocalMusicPage>
7ffc48cd0bf0       1        64 System.Func<Wavee.UI.WinUI.Views.Local.LocalMusicVideosPage>
7ffc48cd0d58       1        64 System.Func<Wavee.UI.WinUI.Views.Local.LocalShowsPage>
7ffc48cd0ec0       1        64 System.Func<Wavee.UI.WinUI.Views.Local.LocalShowDetailPage>
7ffc48cd1028       1        64 System.Func<Wavee.UI.WinUI.Views.Local.LocalMoviesPage>
7ffc48cd1190       1        64 System.Func<Wavee.UI.WinUI.Views.Local.LocalMovieDetailPage>
7ffc48cd12f8       1        64 System.Func<Wavee.UI.WinUI.Views.Local.LocalCollectionDetailPage>
7ffc48cd1460       1        64 System.Func<Wavee.UI.WinUI.Views.Local.LocalPersonDetailPage>
7ffc48cd15c8       1        64 System.Func<Wavee.UI.WinUI.Views.Local.LocalOtherPage>
7ffc48d50db0       1        64 Microsoft.Data.Sqlite.SqliteConnectionPool
7ffc48d5fa98       2        64 System.Collections.Generic.Stack<Microsoft.Data.Sqlite.SqliteConnectionInternal>
7ffc48d60c68       1        64 System.Func<Microsoft.Data.Sqlite.SqliteConnectionInternal, System.Boolean>
7ffc48d926e8       1        64 System.Func<System.String, Microsoft.Extensions.Logging.LogValuesFormatter>
7ffc48d91a40       1        64 System.Func<Microsoft.Extensions.Logging.FormattedLogValues, System.Exception, System.String>
7ffc48d9bea8       1        64 System.Action<System.Object, System.ValueTuple<Serilog.Extensions.Logging.SerilogLoggerProvider+ScopeCollector, Serilog.Core.ILogEventPropertyFactory, Serilog.Events.LogEvent>>
7ffc49148eb8       1        64 System.Func<System.Collections.Generic.List<Wavee.UI.WinUI.Data.Models.LyricsSourcePref>>
7ffc49148f98       1        64 System.Action<System.Text.Json.Utf8JsonWriter, System.Collections.Generic.List<Wavee.UI.WinUI.Data.Models.LyricsSourcePref>>
7ffc49149c28       1        64 System.Func<Wavee.UI.WinUI.Data.Models.LyricsSourcePref>
7ffc49149d08       1        64 System.Action<System.Text.Json.Utf8JsonWriter, Wavee.UI.WinUI.Data.Models.LyricsSourcePref>
7ffc4914ce80       1        64 System.Func<System.Collections.Generic.Dictionary<System.String, Wavee.UI.WinUI.Data.Models.LibraryTabPreferences>>
7ffc4914cf60       1        64 System.Action<System.Text.Json.Utf8JsonWriter, System.Collections.Generic.Dictionary<System.String, Wavee.UI.WinUI.Data.Models.LibraryTabPreferences>>
7ffc4914dd38       1        64 System.Func<Wavee.UI.WinUI.Data.Models.LibraryTabPreferences>
7ffc4914de18       1        64 System.Action<System.Text.Json.Utf8JsonWriter, Wavee.UI.WinUI.Data.Models.LibraryTabPreferences>
7ffc49578358       1        64 Windows.Foundation.TypedEventHandler<Wavee.UI.WinUI.Controls.Omnibar.Omnibar, Wavee.UI.WinUI.Controls.Omnibar.OmnibarQuerySubmittedEventArgs>
7ffc49578448       1        64 Windows.Foundation.TypedEventHandler<Wavee.UI.WinUI.Controls.Omnibar.Omnibar, Wavee.UI.WinUI.Controls.Omnibar.OmnibarTextChangedEventArgs>
7ffc49578538       1        64 Windows.Foundation.TypedEventHandler<Wavee.UI.WinUI.Controls.Omnibar.Omnibar, Wavee.UI.WinUI.Controls.Omnibar.OmnibarSuggestionChosenEventArgs>
7ffc49578628       1        64 Windows.Foundation.TypedEventHandler<Wavee.UI.WinUI.Controls.Omnibar.Omnibar, Wavee.UI.Contracts.SearchSuggestionItem>
7ffc49578718       1        64 Windows.Foundation.TypedEventHandler<Wavee.UI.WinUI.Controls.Omnibar.Omnibar, Microsoft.UI.Xaml.RoutedEventArgs>
7ffc4974e7e8       1        64 Wavee.Core.Authentication.AuthenticationJsonSerializerContext
7ffc49d10d98       1        64 System.Func<System.Net.Http.Headers.HttpRequestHeaders, System.Net.Http.Headers.HttpHeaderValueCollection<System.Net.Http.Headers.MediaTypeWithQualityHeaderValue>>
7ffc47e64950       2        64 System.ReadOnlyMemory<System.Byte>
7ffc49d7e240       1        64 Wavee.Connect.SafeSubject<Wavee.Connect.Protocol.DealerMessage>
7ffc49d7e980       1        64 Wavee.Connect.SafeSubject<Wavee.Connect.Protocol.DealerRequest>
7ffc49d7ee68       1        64 System.Func<Wavee.Connect.Protocol.DealerMessage, System.Threading.Tasks.ValueTask>
7ffc49d7f5c8       1        64 System.Func<Wavee.Connect.Protocol.DealerRequest, System.Threading.Tasks.ValueTask>
7ffc49d7f820       1        64 System.Func<System.ReadOnlyMemory<System.Byte>, System.Threading.Tasks.ValueTask>
7ffc49d91e78       1        64 System.EventHandler<System.Nullable<System.Net.WebSockets.WebSocketCloseStatus>>
7ffc49dea338       1        64 System.Func<System.Net.Http.HttpContent, System.Byte[]>
7ffc49deb460       1        64 System.Func<Wavee.Protocol.Login.LoginResponse>
7ffc49deb880       1        64 System.Func<System.Int32, Wavee.Protocol.Login.LoginResponse+Types+Warnings>
7ffc49dec1c8       1        64 Google.Protobuf.ValueReader<Wavee.Protocol.Login.LoginResponse+Types+Warnings>
7ffc49dec358       1        64 Google.Protobuf.ValueWriter<Wavee.Protocol.Login.LoginResponse+Types+Warnings>
7ffc49dec630       1        64 Google.Protobuf.FieldCodec<Wavee.Protocol.Login.LoginResponse+Types+Warnings>+InputMerger
7ffc49dec8f0       1        64 Google.Protobuf.FieldCodec<Wavee.Protocol.Login.LoginResponse+Types+Warnings>+ValuesMerger
7ffc49e11e18       1        64 System.Func<System.Net.Http.Headers.HttpRequestHeaders, System.Net.Http.Headers.HttpHeaderValueCollection<System.Net.Http.Headers.ProductInfoHeaderValue>>
7ffc4a214d78       1        64 System.Func<Wavee.Protocol.Player.ProvidedTrack, Wavee.Protocol.Player.Restrictions>
7ffc4a214f20       1        64 System.Action<Wavee.Protocol.Player.ProvidedTrack, Wavee.Protocol.Player.Restrictions>
7ffc4a216888       1        64 System.Func<Wavee.Protocol.Player.PlayOrigin, Google.Protobuf.Collections.RepeatedField<System.String>>
7ffc4a2176d0       1        64 System.Func<Wavee.Protocol.Player.Suppressions, Google.Protobuf.Collections.RepeatedField<System.String>>
7ffc4a218b30       1        64 System.Func<Wavee.Protocol.Player.PlaybackQuality, Wavee.Protocol.Player.BitrateStrategy>
7ffc4a219010       1        64 System.Action<Wavee.Protocol.Player.PlaybackQuality, Wavee.Protocol.Player.BitrateStrategy>
7ffc4a219298       1        64 System.Func<Wavee.Protocol.Player.PlaybackQuality, System.Boolean>
7ffc4a219450       1        64 System.Action<Wavee.Protocol.Player.PlaybackQuality, System.Boolean>
7ffc4a219bd0       1        64 System.Func<Wavee.Protocol.Player.PlaybackQuality, Wavee.Protocol.Player.HiFiStatus>
7ffc4a21a100       1        64 System.Action<Wavee.Protocol.Player.PlaybackQuality, Wavee.Protocol.Player.HiFiStatus>
7ffc4a2384a0       1        64 System.Func<System.Type, System.Collections.Generic.Dictionary<System.Object, System.String>>
7ffc4a238ed0       1        64 System.Func<System.Reflection.FieldInfo, System.Object>
7ffc4a238fc0       1        64 System.Func<System.Reflection.FieldInfo, System.String>
7ffc4a28fdb8       1        64 System.Action<Wavee.AudioIpc.AudioProcessState, System.String>
7ffc4a4ab190       1        64 System.Buffers.SpanAction<System.Char, System.HexConverter+SpanCasingPair>
7ffc4b08a518       1        64 System.Func<Wavee.Protocol.Context.Context, Google.Protobuf.Collections.MapField<System.String, System.String>>
7ffc4b08a7a0       1        64 System.Func<Wavee.Protocol.Context.Context, Wavee.Protocol.Context.Restrictions>
7ffc4b08a958       1        64 System.Action<Wavee.Protocol.Context.Context, Wavee.Protocol.Context.Restrictions>
7ffc4b08abe0       1        64 System.Func<Wavee.Protocol.Context.Context, Google.Protobuf.Collections.RepeatedField<Wavee.Protocol.Context.ContextPage>>
7ffc4b08ae50       1        64 System.Action<Wavee.Protocol.Context.Context, System.Boolean>
7ffc491fb4b0       1        64 Wavee.Connect.LibraryChangeManager
7ffc4b09e810       1        64 System.Action<System.ValueTuple<System.Reactive.Producer<Wavee.Connect.LibraryChangeEvent, System.Reactive.Linq.ObservableImpl.Where<Wavee.Connect.LibraryChangeEvent>+Predicate+_>, System.Reactive.Linq.ObservableImpl.Where<Wavee.Connect.LibraryChangeEvent>+Predicate+_>>
7ffc4b09eb88       1        64 System.Func<System.Reactive.Concurrency.IScheduler, System.ValueTuple<System.Action<System.ValueTuple<System.Reactive.Producer<Wavee.Connect.LibraryChangeEvent, System.Reactive.Linq.ObservableImpl.Where<Wavee.Connect.LibraryChangeEvent>+Predicate+_>, System.Reactive.Linq.ObservableImpl.Where<Wavee.Connect.LibraryChangeEvent>+Predicate+_>>, System.ValueTuple<System.Reactive.Producer<Wavee.Connect.LibraryChangeEvent, System.Reactive.Linq.ObservableImpl.Where<Wavee.Connect.LibraryChangeEvent>+Predicate+_>, System.Reactive.Linq.ObservableImpl.Where<Wavee.Connect.LibraryChangeEvent>+Predicate+_>>, System.IDisposable>
7ffc49214cb8       1        64 System.Func<Wavee.Connect.LibraryChangeEvent, System.String>
7ffc49215358       1        64 System.Func<System.Reactive.Linq.IGroupedObservable<System.String, System.String>, System.IObservable<System.String>>
7ffc4b0b6428       1        64 System.Reactive.Linq.ObservableImpl.SelectMany<System.Reactive.Linq.IGroupedObservable<System.String, System.String>, System.String>+ObservableSelector+_
7ffc4b0b6f10       1        64 System.Action<System.ValueTuple<System.Reactive.Producer<System.String, System.Reactive.Linq.ObservableImpl.SelectMany<System.Reactive.Linq.IGroupedObservable<System.String, System.String>, System.String>+ObservableSelector+_>, System.Reactive.Linq.ObservableImpl.SelectMany<System.Reactive.Linq.IGroupedObservable<System.String, System.String>, System.String>+ObservableSelector+_>>
7ffc4b0b7288       1        64 System.Func<System.Reactive.Concurrency.IScheduler, System.ValueTuple<System.Action<System.ValueTuple<System.Reactive.Producer<System.String, System.Reactive.Linq.ObservableImpl.SelectMany<System.Reactive.Linq.IGroupedObservable<System.String, System.String>, System.String>+ObservableSelector+_>, System.Reactive.Linq.ObservableImpl.SelectMany<System.Reactive.Linq.IGroupedObservable<System.String, System.String>, System.String>+ObservableSelector+_>>, System.ValueTuple<System.Reactive.Producer<System.String, System.Reactive.Linq.ObservableImpl.SelectMany<System.Reactive.Linq.IGroupedObservable<System.String, System.String>, System.String>+ObservableSelector+_>, System.Reactive.Linq.ObservableImpl.SelectMany<System.Reactive.Linq.IGroupedObservable<System.String, System.String>, System.String>+ObservableSelector+_>>, System.IDisposable>
7ffc4b0dc800       1        64 System.Func<System.Object[], Wavee.Playback.Contracts.DerivePlayPlayKeyResult>
7ffc4b0dcbf0       1        64 System.Action<System.Text.Json.Utf8JsonWriter, Wavee.Playback.Contracts.DerivePlayPlayKeyResult>
7ffc4b0f5910       1        64 System.Func<System.Object[], Wavee.Playback.Contracts.DeferredResolvedCommand>
7ffc4b0f5a00       1        64 System.Action<System.Text.Json.Utf8JsonWriter, Wavee.Playback.Contracts.DeferredResolvedCommand>
7ffc4b173128       1        64 System.Action<System.Threading.Tasks.Task<Wavee.Core.Playlists.CachedPlaylist>, System.Object>
7ffc4b3f3cc8       1        64 System.Func<Windows.Storage.StorageFolder, WinRT.IObjectReference>
7ffc4b3f3e50       1        64 System.Func<Windows.Storage.StorageFolder, WinRT.ObjectReferenceValue>
7ffc4b3f41f8       1        64 System.Func<System.IntPtr, Windows.Storage.StorageFolder>
7ffc4b3f4490       1        64 System.Func<System.Object, Windows.Storage.StorageFolder>
7ffc4b3f4580       1        64 System.Func<Windows.Storage.StorageFolder, System.IntPtr>
7ffc4b3f49a0       1        64 System.Func<Windows.Storage.StorageFolder[], WinRT.MarshalInterfaceHelper<Windows.Storage.StorageFolder>+MarshalerArray>
7ffc4b3f4c48       1        64 System.Func<Windows.Storage.StorageFolder[], System.Object>
7ffc4b3f4d48       1        64 System.Func<System.Object, Windows.Storage.StorageFolder[]>
7ffc4b3f4ed0       1        64 System.Func<Windows.Storage.StorageFolder[], System.ValueTuple<System.Int32, System.IntPtr>>
7ffc4b3f5058       1        64 System.Action<WinRT.MarshalInterfaceHelper<Windows.Storage.StorageFolder>+MarshalerArray>
7ffc4b3f53d8       1        64 System.Action<Windows.Storage.StorageFolder[], System.IntPtr>
7ffc4bba2e00       1        64 System.Func<System.Object[], Wavee.Core.Http.Pathfinder.NpvArtistResponse>
7ffc4bba4128       1        64 System.Action<System.Text.Json.Utf8JsonWriter, Wavee.Core.Http.Pathfinder.NpvArtistResponse>
7ffc4bba7900       1        64 System.Func<System.Object, Wavee.Core.Http.Pathfinder.NpvArtistData>
7ffc4bba7bc0       1        64 System.Action<System.Object, Wavee.Core.Http.Pathfinder.NpvArtistData>
7ffc4bba9850       1        64 System.Func<System.Object[], Wavee.Core.Http.Pathfinder.NpvArtistData>
7ffc4bba9aa0       1        64 System.Action<System.Text.Json.Utf8JsonWriter, Wavee.Core.Http.Pathfinder.NpvArtistData>
7ffc4bbac6f8       1        64 System.Func<System.Object, Wavee.Core.Http.Pathfinder.NpvTrackUnion>
7ffc4bbac7e8       1        64 System.Action<System.Object, Wavee.Core.Http.Pathfinder.NpvTrackUnion>
7ffc4c6715f8       1        64 System.Func<Wavee.UI.WinUI.ViewModels.HomeSection, System.Int32>
7ffc4cb275e0       1        64 System.Func<Wavee.UI.Models.PlaylistTrackDto, System.Double>
7ffc4cb27e78       1        64 System.Func<Wavee.UI.Models.PlaylistTrackDto, System.Int32>
7ffc4cb28d50       1        64 System.Func<Wavee.UI.Models.PlaylistTrackDto, Wavee.UI.Models.PlaylistTrackDto>
7ffc4ba25a30       1        64 System.Func<Wavee.UI.Contracts.ITrackItem, System.Boolean>
7ffc4cfa4918       1        64 System.Action<System.Net.Http.HttpConnectionBase>
7ffc4d29dc08       1        64 System.Func<Wavee.UI.WinUI.ViewModels.Home.BrowseAllItem, System.Boolean>
7ffc4d615248       1        64 ABI.Windows.Foundation.Collections.IObservableVector_Delegates+add_VectorChanged_0
7ffc4d615478       1        64 ABI.Windows.Foundation.Collections.IObservableVector_Delegates+remove_VectorChanged_1
7ffc4d61ae90       1        64 ABI.Windows.Foundation.Collections.IObservableMap_Delegates+add_MapChanged_0
7ffc4d61b0c0       1        64 ABI.Windows.Foundation.Collections.IObservableMap_Delegates+remove_MapChanged_1
7ffc4da109f8       1        64 System.Func<Wavee.Core.Storage.CachedEntity, Wavee.UI.Models.LibraryArtistDto>
7ffc4da11aa0       1        64 System.Func<Wavee.UI.Models.LibraryArtistDto, System.DateTimeOffset>
7ffc4da12910       1        64 System.Func<Wavee.UI.Models.LibraryArtistDto, Wavee.UI.Models.LibraryArtistDto>
7ffc4da162e8       1        64 System.Func<Wavee.Core.Storage.CachedEntity, Wavee.UI.Models.LibraryAlbumDto>
7ffc4e51eec8       2        64 System.Net.WebSockets.ManagedWebSocket+<>c__DisplayClass34_0
7ffc47d6a638       1        72 ABI.Windows.Foundation.ManagedIStringableVftbl
7ffc48f1cb18       1        72 ABI.System.Nullable_Exception+Vftbl
7ffc48f1d868       1        72 ABI.System.Nullable_sbyte+Vftbl
7ffc48f1da50       1        72 ABI.System.Nullable_Type+Vftbl
7ffc48f1dba0       1        72 ABI.System.Nullable_Object+Vftbl
7ffc48f1dd88       1        72 ABI.System.Nullable_TimeSpan+Vftbl
7ffc48f1ded8       1        72 ABI.System.Nullable_DateTimeOffset+Vftbl
7ffc48f1e028       1        72 ABI.System.Nullable_guid+Vftbl
7ffc48f1e210       1        72 ABI.System.Nullable_bool+Vftbl
7ffc48f1e3f8       1        72 ABI.System.Nullable_char+Vftbl
7ffc48f1e5e0       1        72 ABI.System.Nullable_double+Vftbl
7ffc48f1e7c8       1        72 ABI.System.Nullable_float+Vftbl
7ffc48f1e9b0       1        72 ABI.System.Nullable_ulong+Vftbl
7ffc48f1eb98       1        72 ABI.System.Nullable_long+Vftbl
7ffc48f1ed80       1        72 ABI.System.Nullable_uint+Vftbl
7ffc48f1ef68       1        72 ABI.System.Nullable_ushort+Vftbl
7ffc48f1f150       1        72 ABI.System.Nullable_short+Vftbl
7ffc48f1f338       1        72 ABI.System.Nullable_byte+Vftbl
7ffc48f1f520       1        72 ABI.System.Nullable_string+Vftbl
7ffc48f1f670       1        72 ABI.System.Nullable_int+Vftbl
7ffc481f4d80       3        72 System.Nullable<System.Boolean>
7ffc49fb5c18       3        72 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.ArtistPlaylistItem>>+<>c__DisplayClass10_0
7ffc49fb82b8       3        72 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistPlaylistItemData>+<>c__DisplayClass10_0
7ffc49fb9db8       3        72 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistPlaylistImages>+<>c__DisplayClass10_0
7ffc49fba0d0       3        72 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistPlaylistOwnerWrapper>+<>c__DisplayClass10_0
7ffc49fbb7f8       3        72 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.ArtistPlaylistImage>>+<>c__DisplayClass10_0
7ffc49fbebe8       3        72 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistPlaylistOwner>+<>c__DisplayClass10_0
7ffc49fc15b0       3        72 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistAvatarImage>+<>c__DisplayClass10_0
7ffc49fc18c8       3        72 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistGallery>+<>c__DisplayClass10_0
7ffc49fc3020       3        72 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistExtractedColors>+<>c__DisplayClass10_0
7ffc49fc6bd8       3        72 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.ArtistGalleryItem>>+<>c__DisplayClass10_0
7ffc49fc9fc8       3        72 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistHeaderImageData>+<>c__DisplayClass10_0
7ffc49fcc518       3        72 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistVisualIdentityImage>+<>c__DisplayClass10_0
7ffc49fdfb40       3        72 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistTrackDuration>+<>c__DisplayClass10_0
7ffc49fdfe58       3        72 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistContentRating>+<>c__DisplayClass10_0
7ffc4a002be0       3        72 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.ArtistReleaseGroupItem>>+<>c__DisplayClass10_0
7ffc4a0050e8       3        72 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistReleases>+<>c__DisplayClass10_0
7ffc4a009418       3        72 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistReleaseDate>+<>c__DisplayClass10_0
7ffc4a009730       3        72 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistReleaseTracks>+<>c__DisplayClass10_0
7ffc4a009a48       3        72 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistSharingInfo>+<>c__DisplayClass10_0
7ffc4a067910       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.ArtistOverviewVariables>
7ffc4ae63e50       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Playback.Contracts.SetNormalizationCommand>
7ffc4ae66738       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Playback.Contracts.PlaybackStateSnapshot>
