Loading core dump: C:\WAVEE\WaveeMusic\.tmp-dumps\ui-20260517-212245.dmp ...
Statistics:
          MT   Count TotalSize Class Name
7ffc491c1d40       1       424 System.Collections.Concurrent.ConcurrentQueueSegment<Microsoft.Extensions.Http.ExpiredHandlerTrackingEntry>
7ffc49f7f340       1       424 System.Collections.Concurrent.ConcurrentQueueSegment<Wavee.Connect.Events.IPlaybackEvent>
7ffc49d977e8       1       424 System.Collections.Concurrent.ConcurrentQueueSegment<Wavee.Connect.Protocol.DealerMessage>
7ffc49d9e630       1       424 System.Collections.Concurrent.ConcurrentQueueSegment<Wavee.Connect.Protocol.DealerRequest>
7ffc486bc1b8       2       432 Wavee.UI.WinUI.ViewModels.AlbumView
7ffc4a62e148       9       432 System.Collections.Concurrent.ConcurrentDictionary<System.Object, System.Runtime.Serialization.DataContractAttribute>+Node
7ffc49462790       6       432 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<System.Collections.Generic.List<System.String>>
7ffc48204d20       6       432 Wavee.UI.WinUI.Controls.TrackDataGrid.TrackDataGridColumns
7ffc480a9968       2       432 Wavee.UI.WinUI.Controls.Playlist.PlaylistShyPill
7ffc487674d8       6       432 Wavee.UI.WinUI.Controls.Playback.AudioOutputDeviceRowViewModel
7ffc480539f8       9       432 Microsoft.UI.Xaml.CornerRadius
7ffc4a646378       1       432 System.Collections.Generic.Dictionary<System.Type, Newtonsoft.Json.ReadType>+Entry[]
7ffc4bbf2b90       1       432 System.Collections.Generic.Dictionary<Wavee.UI.WinUI.ViewModels.LazyTrackItem, Wavee.UI.WinUI.Controls.Track.TrackItem>+Entry[]
7ffc4bbf2eb0       1       432 System.Collections.Generic.Dictionary<Wavee.UI.WinUI.Controls.Track.TrackItem, Wavee.UI.WinUI.ViewModels.LazyTrackItem>+Entry[]
7ffc495640e0       1       432 System.Collections.Generic.Dictionary<System.String, Wavee.UI.WinUI.Controls.Sidebar.SidebarItemModel>+Entry[]
7ffc49a53400       1       432 System.Collections.Generic.Dictionary<FluentIcons.Common.IconSize, Microsoft.UI.Xaml.Media.FontFamily>+Entry[]
7ffc495765e0       2       432 System.Runtime.CompilerServices.ConditionalWeakTable<System.Object, ABI.WinRT.Interop.EventSource<Microsoft.UI.Xaml.Controls.SelectionChangedEventHandler>>+Entry[]
7ffc4e2494b8       1       432 System.Collections.Generic.Dictionary<System.String, System.Text.Json.Serialization.Converters.EnumConverter<Wavee.Core.Storage.Abstractions.SpotifyLibraryItemType>+EnumFieldInfo>+Entry[]
7ffc4b064bd0       1       432 System.Collections.Generic.Dictionary<System.String, System.Action<Google.Protobuf.JsonParser, Google.Protobuf.IMessage, Google.Protobuf.JsonTokenizer>>+Entry[]
7ffc4d60cc60       1       432 System.Collections.Generic.Dictionary<Microsoft.UI.Xaml.FrameworkElement, Microsoft.UI.Xaml.Visibility>+Entry[]
7ffc480bdaa8       2       432 Microsoft.UI.Xaml.Controls.Primitives.RepeatButton
7ffc4b026bf8       1       432 System.Collections.Generic.Dictionary<System.String, System.Int64>+Entry[]
7ffc48cd9b78       1       432 System.Collections.Generic.Dictionary<System.String, Microsoft.Data.Sqlite.SqliteConnectionStringBuilder+Keywords>+Entry[]
7ffc48f21e78       1       432 System.Collections.Generic.Dictionary<System.Type, Windows.Foundation.PropertyType>+Entry[]
7ffc4d611238       6       432 CommunityToolkit.WinUI.Controls.SettingsControlsRns.CommunityToolkit_WinUI_Controls_SettingsControls_XamlTypeInfo.XamlMember
7ffc48da5008      11       440 System.Threading.ThreadPoolWorkQueue+WorkStealingQueue
7ffc475c91b8      11       440 WinRT.ComWrappersSupport+InspectableInfo
7ffc49801628      11       440 System.Net.IPAddress
7ffc48dc8038       5       440 System.Threading.PeriodicTimer+State
7ffc4a7de240       5       440 Google.Protobuf.FieldCodec<Wavee.Protocol.Metadata.Availability>
7ffc49f726d0       7       448 System.Func<System.Object, Wavee.Core.Http.Pathfinder.ArtistPlaylistCollection>
7ffc49f727c0       7       448 System.Action<System.Object, Wavee.Core.Http.Pathfinder.ArtistPlaylistCollection>
7ffc4b9f2890       8       448 System.Collections.ObjectModel.ObservableCollection<Wavee.UI.Contracts.ITrackItem>
7ffc482ccaa8       7       448 Wavee.UI.WinUI.Wavee_UI_WinUI_XamlTypeInfo.BoxInstanceMethod
7ffc4a1b0c08      14       448 Google.Protobuf.Collections.RepeatedField<Google.Protobuf.Reflection.ServiceDescriptorProto>
7ffc4c243360       7       448 System.Func<Wavee.UI.WinUI.ViewModels.HomeSection, System.Boolean>
7ffc49ed5550       7       448 System.Func<Wavee.Core.Http.Pathfinder.ArtistImageSource, System.Int32>
7ffc4c6726b8       7       448 System.Func<Wavee.Core.Http.Pathfinder.HomeImageSource, System.Int32>
7ffc48bbdb90       7       448 System.Threading.SendOrPostCallback
7ffc4c21bf10      14       448 System.Collections.Generic.List<Wavee.UI.WinUI.ViewModels.HomeChipViewModel>
7ffc4a1619a0       4       448 Wavee.Connect.TrackInfo
7ffc49701578       8       448 System.Collections.ObjectModel.ObservableCollection<Wavee.UI.WinUI.Controls.Playback.AudioOutputDeviceRowViewModel>
7ffc47ed6220       4       448 System.Globalization.CultureInfo
7ffc49806d60      14       448 System.Collections.Generic.List<System.Diagnostics.Metrics.Instrument>
7ffc4885e770      14       448 System.Threading.CancellationTokenRegistration
7ffc48d91428      14       448 Microsoft.Extensions.Logging.EventId
7ffc49625d50       7       448 CommunityToolkit.WinUI.Controls.SegmentedRns.CommunityToolkit_WinUI_Controls_Segmented_XamlTypeInfo.StaticInitializer
7ffc49626e30       7       448 CommunityToolkit.WinUI.Controls.SegmentedRns.CommunityToolkit_WinUI_Controls_Segmented_XamlTypeInfo.Getter
7ffc49626fa8       7       448 CommunityToolkit.WinUI.Controls.SegmentedRns.CommunityToolkit_WinUI_Controls_Segmented_XamlTypeInfo.Setter
7ffc49e25218       2       448 System.Runtime.CompilerServices.PoolingAsyncValueTaskMethodBuilder<System.Net.WebSockets.ValueWebSocketReceiveResult>+StateMachineBox<System.Net.WebSockets.ManagedWebSocket+<ReceiveAsyncPrivate>d__61<System.Net.WebSockets.ValueWebSocketReceiveResult>>
7ffc481f5d28       1       448 Wavee.UI.WinUI.Controls.Sidebar.SidebarView
7ffc4867b648      19       456 System.Threading.Timer
7ffc4867bcc0      19       456 System.Threading.TimerHolder
7ffc4c6f6418      19       456 System.WeakReference<Wavee.UI.WinUI.Views.HomePage+HomePage_obj11_Bindings>
7ffc48f65950       3       456 ComputeSharp.D2D1.WinUI.PixelShaderEffect<Wavee.UI.WinUI.Shaders.MeshGradientShader>+ResourceTextureManagerCollection
7ffc483c4e40       3       456 WinUIEx.WinUIEx_XamlTypeInfo.XamlUserType
7ffc4b99e498       3       456 Wavee.UI.Contracts.AlbumSimilarResult[]
7ffc483af538       3       456 Klankhuis.Hero.Klankhuis_Hero_XamlTypeInfo.XamlUserType
7ffc4b08f430       3       456 Wavee.Core.Storage.CachedContextTrack[]
7ffc4bee1bc0       3       456 System.Net.Http.HttpConnection[]
7ffc47d83a50       3       456 System.Boolean[]
7ffc49e4dce0      19       456 Wavee.Protocol.Player.DeviceType
7ffc4ce7b308       3       456 System.ValueTuple<Microsoft.UI.Composition.CompositionObject, System.String>[]
7ffc482ca880       1       456 Wavee.UI.WinUI.ViewModels.YourEpisodesViewModel
7ffc49625258       3       456 Microsoft.UI.Composition.CompositionObject[]
7ffc4a1b1d70       6       464 Google.Protobuf.Reflection.EnumDescriptorProto[]
7ffc49829b50       6       464 System.Net.Http.RequestQueue<System.Net.Http.HttpConnection>+QueueItem[]
7ffc48a1bc38      12       464 Serilog.Events.LogEventProperty[]
7ffc480ac110       1       464 Wavee.UI.WinUI.Controls.Queue.QueueControl
7ffc49708818       9       472 Microsoft.UI.Xaml.Controls.Border[]
7ffc495a4688      12       480 System.Runtime.CompilerServices.ConditionalWeakTable<Microsoft.UI.Xaml.FrameworkElement, CommunityToolkit.WinUI.AttachedShadowElementContext>
7ffc49ff8008       6       480 System.Text.Json.Serialization.Metadata.JsonParameterInfo<Wavee.Core.Http.Pathfinder.ArtistTrackArtistProfile>
7ffc47ea02d8      20       480 System.Buffers.SharedArrayPoolPartitions
7ffc48943728      20       480 Wavee.UI.WinUI.Controls.Sidebar.SidebarItem+<>c__DisplayClass61_0
7ffc48ea8860      15       480 System.Linq.Expressions.Compiler.DelegateHelpers+TypeInfo
7ffc48f29c58       3       480 ComputeSharp.D2D1.WinUI.PixelShaderEffect<Wavee.UI.WinUI.Shaders.MeshGradientShader>
7ffc48996368       5       480 Wavee.UI.WinUI.Controls.InlineEditableText+InlineEditableText_obj1_Bindings+InlineEditableText_obj1_BindingsTracking
7ffc4b9f0c10      15       480 System.Collections.Generic.List<CommunityToolkit.WinUI.Controls.WrapPanel+Row>
7ffc4747a528      20       480 System.Diagnostics.Tracing.TraceLoggingEventHandleTable
7ffc47486d78      20       480 System.WeakReference<System.Diagnostics.Tracing.EventSource>
7ffc4878b7d8      12       480 Wavee.UI.WinUI.Views.ArtistPage+ArtistPage_obj61_Bindings
7ffc4b9f21a8       6       480 System.Collections.Generic.Dictionary<Wavee.UI.WinUI.Controls.TrackDataGrid.TrackDataGridColumn, System.ValueTuple<Microsoft.UI.Xaml.Controls.ColumnDefinition, Wavee.UI.WinUI.Controls.TrackDataGrid.TrackDataGridColumnHeader>>
7ffc4b9f3c48       6       480 System.Collections.Generic.Dictionary<Wavee.UI.WinUI.ViewModels.LazyTrackItem, Wavee.UI.WinUI.Controls.Track.TrackItem>
7ffc4b9f4320       6       480 System.Collections.Generic.Dictionary<Wavee.UI.WinUI.Controls.Track.TrackItem, Wavee.UI.WinUI.ViewModels.LazyTrackItem>
7ffc4b9f9970       6       480 WinRT._EventSource_global__Microsoft_UI_Xaml_Controls_TextChangedEventHandler+EventState
7ffc4db1bc80       6       480 System.Text.Json.Serialization.Metadata.JsonParameterInfo<Wavee.Core.Http.Pathfinder.PathfinderShowColor>
7ffc4ab80ad8       3       480 System.Runtime.CompilerServices.AsyncTaskMethodBuilder<System.Threading.Tasks.VoidTaskResult>+AsyncStateMachineBox<Wavee.Playback.Contracts.IpcPipeTransport+<SendRawAsync>d__14>
7ffc49642f58       5       480 Wavee.Controls.Lyrics.Helper.ValueTransition<System.Double>
7ffc48209dc8      10       480 Microsoft.UI.Xaml.Media.FontFamily
7ffc4a1ec9a0       6       480 Google.Protobuf.Reflection.OneofDescriptor
7ffc49f84458       6       480 System.Text.Json.Serialization.Metadata.JsonParameterInfo<Wavee.Core.Http.Pathfinder.ArtistPinnedItemImage>
7ffc487e4e08      15       480 System.Collections.Generic.List<Wavee.UI.Contracts.ArtistReleaseResult>
7ffc4ce78780       4       480 System.Collections.Generic.Dictionary<System.Single, System.ValueTuple<System.Single, CommunityToolkit.WinUI.TransitionHelper+IEasingFunctionFactory>>+Entry[]
7ffc4a6c8638       3       480 System.Runtime.CompilerServices.AsyncTaskMethodBuilder<System.Int32>+AsyncStateMachineBox<System.IO.Strategies.BufferedFileStreamStrategy+<ReadFromNonSeekableAsync>d__36>
7ffc497df648       4       480 System.Threading.RegisteredWaitHandle
7ffc4980a0b8       3       480 System.Collections.Generic.Dictionary<System.String, System.Collections.Generic.List<System.Diagnostics.Metrics.Instrument>>+Entry[]
7ffc4a21a2f8       6       480 System.Collections.Generic.Dictionary<System.String, Microsoft.UI.Xaml.UIElement>
7ffc4a21aa88       6       480 System.Collections.Generic.Dictionary<System.String, System.Collections.Generic.IList<Microsoft.UI.Xaml.UIElement>>
7ffc480ba2f8       1       488 Wavee.UI.WinUI.Controls.RightPanel.RightPanelView
7ffc49fd6628       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistTopCity>
7ffc49fdc850       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistTopTrackItem>
7ffc49fffdb0       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistAudioAssociationItem>
7ffc4a012388       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistRelatedArtistItem>
7ffc4a01ab78       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistMusicVideoItem>
7ffc4a01fde0       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistConcertItem>
7ffc4a036030       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistMerchItem>
7ffc4ae6dd88       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.UInt32>
7ffc4ae6e9c8       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Playback.Contracts.AudioOutputDeviceDto[]>
7ffc4bb760a8       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.SimilarAlbumsData>
7ffc4bb7e910       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.SimilarAlbumsPage>
7ffc4bb81ec8       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.SimilarAlbumItem>>
7ffc4bb89d58       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.SimilarAlbumData>
7ffc4bba3658       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.SeoArtists>
7ffc4bba3a00       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.SeoCoverArt>
7ffc4bba3e20       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.SimilarAlbumDate>
7ffc4bba42b8       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.SimilarAlbumPlayability>
7ffc4bba46e8       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.SimilarAlbumSharingInfo>
7ffc4bba8110       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.SeoArtistItem>>
7ffc4bbad718       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.SeoArtistProfile>
7ffc4ceed450       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ConcertDetailResponseData>
7ffc4ceeeba0       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ConcertDetailData>
7ffc4cef1f20       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ConcertDetailOffers>
7ffc4cef22c8       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ConcertDetailRelatedConcerts>
7ffc4cef2670       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ConcertDetailConcepts>
7ffc4cef2a18       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ConcertVenueRef>
7ffc4cef4ae8       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ConcertCoordinates>
7ffc4cef4e90       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ConcertMetroArea>
7ffc4cef86f0       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.ConcertDetailArtistWrapper>>
7ffc4cefad70       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ConcertDetailArtistData>
7ffc4a519a50       1       496 System.Buffers.AsciiStringSearchValuesTeddyNonBucketizedN2<System.Buffers.StringSearchValuesHelper+CaseInsensitiveAsciiLetters, System.Buffers.StringSearchValuesHelper+CaseInsensitiveAscii>
7ffc4c290550       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeResponseData>
7ffc4c291ab0       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomePayload>
7ffc4c2937c0       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeGreeting>
7ffc4c293b68       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeSectionContainer>
7ffc4c296308       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeSectionsPage>
7ffc4c297898       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.HomeSectionEntry>>
7ffc4c29a130       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeSectionData>
7ffc4c29a4d8       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeSectionItemsPage>
7ffc4c29f4f8       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.HomeSectionItemEntry>>
7ffc4c2b1ef0       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeEntityWrapper>
7ffc4c2b2298       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.HomeFormatListAttribute>>
7ffc4c2b3858       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeEntityData>
7ffc4c2b5dd8       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeIdentityTrait>
7ffc4c2b6180       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeVisualIdentityTrait>
7ffc4c2b6528       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeEntityTypeTrait>
7ffc4c2b68d0       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeTypedEntity>
7ffc4c2b6c78       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeEpisodeData>
7ffc4c2b8298       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeContributors>
7ffc4c2b9828       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.HomeContributorItem>>
7ffc4c2bcb60       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeSquareCoverImage>
7ffc4c2be498       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeImageV2Wrapper>
7ffc4c2be840       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.HomeOriginalInstance>>
7ffc4c2bfda0       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeImageV2Data>
7ffc4c2c1340       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.HomeImageV2Source>>
7ffc4c2c5638       2       496 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeFlatFile>
